"Notes"	"Cancer Sites"	"Cancer Sites Code"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	Count
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Maine"	"23"	928
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Maryland"	"24"	3768
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Massachusetts"	"25"	3798
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Michigan"	"26"	5794
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Minnesota"	"27"	3136
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Mississippi"	"28"	1921
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Missouri"	"29"	3655
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Montana"	"30"	615
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Nebraska"	"31"	1082
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"New Hampshire"	"33"	983
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"New Jersey"	"34"	5669
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"New Mexico"	"35"	973
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"New York"	"36"	12278
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"North Carolina"	"37"	6386
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"North Dakota"	"38"	389
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Ohio"	"39"	7358
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Oklahoma"	"40"	2231
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Oregon"	"41"	2012
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Pennsylvania"	"42"	8073
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Rhode Island"	"44"	670
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"South Carolina"	"45"	2865
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"South Dakota"	"46"	422
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Tennessee"	"47"	4162
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Texas"	"48"	12945
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Utah"	"49"	1078
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Vermont"	"50"	355
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Virginia"	"51"	4505
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Washington"	"53"	3653
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"West Virginia"	"54"	1247
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Wisconsin"	"55"	3662
	"All Invasive Cancer Sites Combined"	"0"	"55-59 years"	"55-59"	"Wyoming"	"56"	283
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Alabama"	"01"	4031
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Alaska"	"02"	485
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Arizona"	"04"	4017
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Arkansas"	"05"	2570
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"California"	"06"	23337
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Colorado"	"08"	3422
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Connecticut"	"09"	3010
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Delaware"	"10"	854
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"District of Columbia"	"11"	397
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Florida"	"12"	16635
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Georgia"	"13"	7828
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Hawaii"	"15"	993
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Idaho"	"16"	1177
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Illinois"	"17"	10042
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Indiana"	"18"	4849
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Iowa"	"19"	2671
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Kansas"	"20"	2215
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Kentucky"	"21"	4142
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Louisiana"	"22"	4175
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Maine"	"23"	1401
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Maryland"	"24"	4848
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Massachusetts"	"25"	5273
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Michigan"	"26"	8132
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Minnesota"	"27"	4256
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Mississippi"	"28"	2597
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Missouri"	"29"	4936
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Montana"	"30"	890
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Nebraska"	"31"	1437
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"New Hampshire"	"33"	1289
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"New Jersey"	"34"	7424
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"New Mexico"	"35"	1332
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"New York"	"36"	16196
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"North Carolina"	"37"	8429
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"North Dakota"	"38"	571
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Ohio"	"39"	10364
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Oklahoma"	"40"	2912
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Oregon"	"41"	2912
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Pennsylvania"	"42"	11091
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Rhode Island"	"44"	914
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"South Carolina"	"45"	3854
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"South Dakota"	"46"	659
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Tennessee"	"47"	5433
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Texas"	"48"	17043
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Utah"	"49"	1497
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Vermont"	"50"	568
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Virginia"	"51"	5780
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Washington"	"53"	5180
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"West Virginia"	"54"	1775
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Wisconsin"	"55"	4940
	"All Invasive Cancer Sites Combined"	"0"	"60-64 years "	"60-64"	"Wyoming"	"56"	467
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Alabama"	"01"	4635
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Alaska"	"02"	566
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Arizona"	"04"	5237
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Arkansas"	"05"	2962
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"California"	"06"	26663
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Colorado"	"08"	4162
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Connecticut"	"09"	3221
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Delaware"	"10"	1037
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"District of Columbia"	"11"	450
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Florida"	"12"	21078
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Georgia"	"13"	9075
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Hawaii"	"15"	1245
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Idaho"	"16"	1568
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Illinois"	"17"	10971
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Indiana"	"18"	5394
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Iowa"	"19"	3286
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Kansas"	"20"	2553
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Kentucky"	"21"	4657
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Louisiana"	"22"	4601
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Maine"	"23"	1569
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Maryland"	"24"	5190
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Massachusetts"	"25"	5822
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Michigan"	"26"	9279
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Minnesota"	"27"	4822
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Mississippi"	"28"	2931
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Missouri"	"29"	5565
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Montana"	"30"	1139
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Nebraska"	"31"	1738
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"New Hampshire"	"33"	1455
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"New Jersey"	"34"	7969
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"New Mexico"	"35"	1648
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"New York"	"36"	17738
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"North Carolina"	"37"	9684
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"North Dakota"	"38"	625
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Ohio"	"39"	11445
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Oklahoma"	"40"	3441
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Oregon"	"41"	3808
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Pennsylvania"	"42"	12294
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Rhode Island"	"44"	1001
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"South Carolina"	"45"	4825
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"South Dakota"	"46"	831
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Tennessee"	"47"	6374
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Texas"	"48"	19821
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Utah"	"49"	1802
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Vermont"	"50"	684
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Virginia"	"51"	6488
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Washington"	"53"	6232
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"West Virginia"	"54"	1972
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Wisconsin"	"55"	5811
	"All Invasive Cancer Sites Combined"	"0"	"65-69 years"	"65-69"	"Wyoming"	"56"	518
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Alabama"	"01"	4264
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Alaska"	"02"	446
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Arizona"	"04"	5497
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Arkansas"	"05"	3045
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"California"	"06"	25512
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Colorado"	"08"	3791
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Connecticut"	"09"	3290
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Delaware"	"10"	1016
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"District of Columbia"	"11"	364
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Florida"	"12"	21198
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Georgia"	"13"	8503
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Hawaii"	"15"	1133
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Idaho"	"16"	1570
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Illinois"	"17"	10135
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Indiana"	"18"	4966
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Iowa"	"19"	2900
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Kansas"	"20"	2319
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Kentucky"	"21"	4206
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Louisiana"	"22"	4021
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Maine"	"23"	1590
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Maryland"	"24"	4908
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Massachusetts"	"25"	5544
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Michigan"	"26"	8495
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Minnesota"	"27"	4433
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Mississippi"	"28"	2638
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Missouri"	"29"	5030
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Montana"	"30"	1020
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Nebraska"	"31"	1554
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"New Hampshire"	"33"	1464
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"New Jersey"	"34"	7790
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"New Mexico"	"35"	1514
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"New York"	"36"	17521
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"North Carolina"	"37"	9569
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"North Dakota"	"38"	565
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Ohio"	"39"	10299
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Oklahoma"	"40"	3167
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Oregon"	"41"	3793
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Pennsylvania"	"42"	11835
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Rhode Island"	"44"	940
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"South Carolina"	"45"	4668
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"South Dakota"	"46"	723
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Tennessee"	"47"	6039
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Texas"	"48"	17612
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Utah"	"49"	1675
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Vermont"	"50"	629
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Virginia"	"51"	6221
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Washington"	"53"	6066
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"West Virginia"	"54"	1918
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Wisconsin"	"55"	5310
	"All Invasive Cancer Sites Combined"	"0"	"70-74 years"	"70-74"	"Wyoming"	"56"	481
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Alabama"	"01"	3145
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Alaska"	"02"	309
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Arizona"	"04"	4359
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Arkansas"	"05"	2313
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"California"	"06"	20054
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Colorado"	"08"	2753
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Connecticut"	"09"	2656
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Delaware"	"10"	745
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"District of Columbia"	"11"	291
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Florida"	"12"	17917
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Georgia"	"13"	6047
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Hawaii"	"15"	918
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Idaho"	"16"	1227
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Illinois"	"17"	8028
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Indiana"	"18"	3832
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Iowa"	"19"	2291
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Kansas"	"20"	1829
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Kentucky"	"21"	3196
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Louisiana"	"22"	3101
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Maine"	"23"	1148
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Maryland"	"24"	3741
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Massachusetts"	"25"	4363
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Michigan"	"26"	6556
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Minnesota"	"27"	3506
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Mississippi"	"28"	1903
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Missouri"	"29"	4019
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Montana"	"30"	857
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Nebraska"	"31"	1153
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"New Hampshire"	"33"	1054
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"New Jersey"	"34"	6362
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"New Mexico"	"35"	1155
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"New York"	"36"	13578
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"North Carolina"	"37"	7161
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"North Dakota"	"38"	458
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Ohio"	"39"	8195
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Oklahoma"	"40"	2544
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Oregon"	"41"	2778
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Pennsylvania"	"42"	9477
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Rhode Island"	"44"	761
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"South Carolina"	"45"	3544
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"South Dakota"	"46"	563
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Tennessee"	"47"	4434
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Texas"	"48"	13142
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Utah"	"49"	1329
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Vermont"	"50"	473
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Virginia"	"51"	4873
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Washington"	"53"	4590
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"West Virginia"	"54"	1536
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Wisconsin"	"55"	4240
	"All Invasive Cancer Sites Combined"	"0"	"75-79 years"	"75-79"	"Wyoming"	"56"	371
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Alabama"	"01"	2041
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Alaska"	"02"	186
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Arizona"	"04"	2871
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Arkansas"	"05"	1485
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"California"	"06"	14386
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Colorado"	"08"	1938
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Connecticut"	"09"	1825
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Delaware"	"10"	455
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"District of Columbia"	"11"	179
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Florida"	"12"	12318
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Georgia"	"13"	3715
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Hawaii"	"15"	562
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Idaho"	"16"	811
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Illinois"	"17"	5517
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Indiana"	"18"	2597
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Iowa"	"19"	1760
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Kansas"	"20"	1230
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Kentucky"	"21"	2087
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Louisiana"	"22"	1940
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Maine"	"23"	822
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Maryland"	"24"	2419
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Massachusetts"	"25"	3028
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Michigan"	"26"	4354
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Minnesota"	"27"	2524
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Mississippi"	"28"	1230
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Missouri"	"29"	2640
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Montana"	"30"	520
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Nebraska"	"31"	851
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Nevada"	"32"	Missing
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"New Hampshire"	"33"	690
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"New Jersey"	"34"	4471
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"New Mexico"	"35"	699
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"New York"	"36"	9612
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"North Carolina"	"37"	4562
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"North Dakota"	"38"	327
	"All Invasive Cancer Sites Combined"	"0"	"80-84 years"	"80-84"	"Ohio"	"39"	5627
